Month,Cost Center,Company,Depreciations Amortizations,Taxes,Operating Costs / COGS,Operating Expenses,Sales,Current Assets,Current Liabilities,Assets,Liabilities
5/11/2019 12:00:00 AM,655-Global commercial,Everest Group,0,0,0,9.866,0,0,0,0,0
5/11/2019 12:00:00 AM,690-Supply Chain : US Logistic,Everest Group,0,0,0,-32.592,0,0,0,0,0
5/11/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,1780.320000000,-0.915,12483.81,0,0,0,0
5/11/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,350.81,-6.773,2464.01,0,0,0,0
5/11/2019 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,-958.78,0,0,0,0,0,0
5/11/2019 12:00:00 AM,901-Board,Everest Group,0,0,0,2.317,0,0,0,0,0
5/11/2019 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,16.975,0,0,0,0,0
5/11/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,33.801,0,0,0,0,0
5/11/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,438.778,0,0,0,0,0
5/12/2019 12:00:00 AM,101-General Services,Everest Group,0,0,0,5.848,0,0,0,0,0
5/12/2019 12:00:00 AM,211-Supply,Everest Group,0,0,1053.31,0,0,0,0,0,0
5/12/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,8820.58,-8.1,50956.29,0,0,0,0
5/12/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,359.01,32.711,834.71,0,0,0,0
5/12/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-19.142,20497.1,0,0,0,0
5/12/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,1919.110000000,-14.198,12558.07,0,0,0,0
5/12/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,77.46,-8.524,1008.66,0,0,0,0
5/12/2019 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,-388.8,0,0,0,0,0,0
5/12/2019 12:00:00 AM,901-Board,Everest Group,0,0,0,33.418,0,0,0,0,0
5/12/2019 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,31.565,0,0,0,0,0
5/12/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,210,0,0,0,0,0
5/12/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,3.810000000,1500,0,0,0,0,0
5/13/2019 12:00:00 AM,101-General Services,Everest Group,0,0,0,-3110.775,0,0,0,0,0
5/13/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,1167.97,-16.4,12113.01,0,0,0,0
5/13/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,11621.23,89.732,34278.8,0,0,0,0
5/13/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-13.498,26583.59,0,0,0,0
5/13/2019 12:00:00 AM,655-Global commercial,Everest Group,0,0,0,46.107,0,0,0,0,0
5/13/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,2151.19,-6.589,10697.84,0,0,0,0
5/13/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,96.290000000,-8.603,814.4,0,0,0,0
5/13/2019 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,-750.6,0,0,0,0,0,0
5/13/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,189.77,0,0,0,0,0
5/13/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,929.55,0,0,0,0,0,0,0
5/14/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,513.26,0,0,0,0,0,0
5/15/2019 12:00:00 AM,101-General Services,Everest Group,0,0,0,1.2,0,0,0,0,0
5/15/2019 12:00:00 AM,211-Supply,Everest Group,0,0,0,37.285,0,0,0,0,0
5/15/2019 12:00:00 AM,503-Marketing,Everest Group,0,0,0,618.503,0,0,0,0,0
5/15/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,0,279.525,0,0,0,0,0
5/15/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,0,30.5,0,0,0,0,0
5/15/2019 12:00:00 AM,701-Supply Chain : OM,Everest Group,0,0,0,2.5,0,0,0,0,0
5/15/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,0,5.465,0,0,0,0,0
5/15/2019 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,19.565,0,0,0,0,0
5/16/2019 12:00:00 AM,101-General Services,Everest Group,0,0,0,251.056,0,0,0,0,0
5/16/2019 12:00:00 AM,503-Marketing,Everest Group,0,0,0,41.22,0,0,0,0,0
5/16/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,120196.06,7.207,307945.66,0,0,0,0
5/16/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,16612.18,16.3,69144.76,0,0,0,0
5/16/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-14.849,33980.57,0,0,0,0
5/16/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,2280.140000000,540.967,13753.98,0,0,0,0
5/16/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,463.400000000,-17.268,3249.97,0,0,0,0
5/16/2019 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,1671.37,0,0,0,0,0,0
5/16/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,1133.748,0,0,0,0,0
5/16/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
5/17/2019 12:00:00 AM,101-General Services,Everest Group,0,0,0,397.226,0,0,0,0,0
5/17/2019 12:00:00 AM,211-Supply,Everest Group,0,0,3036.29,0,0,0,0,0,0
5/17/2019 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,342.74,0,0,0,0,0
5/17/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,67556.630000000,266.275,229496.97,0,0,0,0
5/17/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,4900.58,49.365,11933.73,0,0,0,0
5/17/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-98.602,161974.33,0,0,0,0
5/17/2019 12:00:00 AM,655-Global commercial,Everest Group,0,0,0,506.035,0,0,0,0,0
5/17/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,9268.870000000,-6.405,41112.28,0,0,0,0
5/17/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,182.39,-3.581,1351.96,0,0,0,0
5/17/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,8.285,0,0,0,0,0
5/17/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
5/18/2019 12:00:00 AM,101-General Services,Everest Group,0,0,0,75.601,0,0,0,0,0
5/18/2019 12:00:00 AM,211-Supply,Everest Group,0,0,10,3.75,0,0,0,0,0
5/18/2019 12:00:00 AM,503-Marketing,Everest Group,0,0,0,46.089,0,0,0,0,0
5/18/2019 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,279.075,0,0,0,0,0
5/18/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,18481.65,55.5,85687.07,0,0,0,0
5/18/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,6965.980000000,132.807,19956.25,0,0,0,0
5/18/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-97.108,33718.78,0,0,0,0
5/18/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,5527.29,30.302,22238.3,0,0,0,0
5/18/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,241.62,-7.32,1246.25,0,0,0,0
5/18/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,40.443,0,0,0,0,0
5/18/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
5/19/2019 12:00:00 AM,101-General Services,Everest Group,0,0,0,38.044,0,0,0,0,0
5/19/2019 12:00:00 AM,211-Supply,Everest Group,0,0,15.22,0,0,0,0,0,0
5/19/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,13345.72,1084.056,42279.9,0,0,0,0
5/19/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,1302.48,270,0,0,0,0,0
5/19/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-26.932,14659.61,0,0,0,0
5/19/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,3276.880000000,-6.589,14667.98,0,0,0,0
5/19/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,375.880000000,-9.285,3479.75,0,0,0,0
5/19/2019 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,326.88,0,0,0,0,0,0
5/19/2019 12:00:00 AM,901-Board,Everest Group,0,0,0,107.476,0,0,0,0,0
5/19/2019 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,12.58,0,0,0,0,0
5/19/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,283.351,0,0,0,0,0
5/19/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
5/20/2019 12:00:00 AM,211-Supply,Everest Group,0,0,40,0,0,0,0,0,0
5/20/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,9381.73,-10.4,19845.88,0,0,0,0
5/20/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,48074.12,-211.027,157722.28,0,0,0,0
5/20/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-20.075,27297.25,0,0,0,0
5/20/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,1060.090000000,-4.635,9167.96,0,0,0,0
5/20/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,143.57,-8.787,507.17,0,0,0,0
5/20/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,6.198,0,0,0,0,0
5/20/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
5/21/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,0,43.709,0,0,0,0,0
5/21/2019 12:00:00 AM,901-Board,Everest Group,0,0,0,50.496,0,0,0,0,0
5/22/2019 12:00:00 AM,503-Marketing,Everest Group,0,0,0,54.35,0,0,0,0,0
5/23/2019 12:00:00 AM,101-General Services,Everest Group,0,0,0,13.64,0,0,0,0,0
5/23/2019 12:00:00 AM,211-Supply,Everest Group,0,0,1525,0,0,0,0,0,0
5/23/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,46306.080000000,-12.4,138352.41,0,0,0,0
5/23/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,5921.08,476.759,32270.88,0,0,0,0
5/23/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-95.216,158863.23,0,0,0,0
5/23/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,1887.950000000,-6.405,13518.1,0,0,0,0
5/23/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,663.120000000,-2.198,5365.79,0,0,0,0
5/23/2019 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,555.29,0,0,0,0,0,0
5/23/2019 12:00:00 AM,901-Board,Everest Group,0,0,0,20,0,0,0,0,0
5/23/2019 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,84.825,0,0,0,0,0
5/23/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
5/24/2019 12:00:00 AM,101-General Services,Everest Group,0,0,0,-1970,0,0,0,0,0
5/24/2019 12:00:00 AM,211-Supply,Everest Group,0,0,-80267.19,-90.5,0,0,0,0,0
5/24/2019 12:00:00 AM,503-Marketing,Everest Group,0,0,0,-36671.48,0,0,0,0,0
5/24/2019 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,-19611.051,0,0,0,0,0
5/24/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,-222079.8,-16103.3,354170.33,0,0,0,0
5/24/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,-62086.74,-15531.656,40246.28,0,0,0,0
5/24/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-26.321,67202.44,0,0,0,0
5/24/2019 12:00:00 AM,655-Global commercial,Everest Group,0,0,0,-8446.68,0,0,0,0,0
5/24/2019 12:00:00 AM,690-Supply Chain : US Logistic,Everest Group,0,0,0,-8067.9,0,0,0,0,0
5/24/2019 12:00:00 AM,701-Supply Chain : OM,Everest Group,0,0,0,125,0,0,0,0,0
5/24/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,3587.680000000,-4180.875,21728.16,0,0,0,0
5/24/2019 12:00:00 AM,703-Customer Services,Everest Group,0,0,-45088,-6953,0,0,0,0,0
5/24/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,418.18,-8829.23,2513.46,0,0,0,0
5/24/2019 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,-645687,-6469,0,0,0,0,0
5/24/2019 12:00:00 AM,901-Board,Everest Group,0,0,0,-3175,0,0,0,0,0
5/24/2019 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,-6267.5,0,0,0,0,0
5/24/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,-15067.867,0,0,0,0,0
5/24/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,-2.95,-6602.61,0,0,0,0,0
5/25/2019 12:00:00 AM,211-Supply,Everest Group,0,0,7054.63,0,0,0,0,0,0
5/25/2019 12:00:00 AM,503-Marketing,Everest Group,0,0,0,170.448,0,0,0,0,0
5/25/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,22396.51,61.374,81959.32,0,0,0,0
5/25/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,348.200000000,196.22,2726.17,0,0,0,0
5/25/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-22.093,18154.9,0,0,0,0
5/25/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,6519.740000000,84.51,25125.3,0,0,0,0
5/25/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,1066.23,-17.41,7443.85,0,0,0,0
5/25/2019 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,21.625,0,0,0,0,0
5/25/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,270,0,0,0,0,0
5/25/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
5/26/2019 12:00:00 AM,101-General Services,Everest Group,0,0,0,19.573,0,0,0,0,0
5/26/2019 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,90,0,0,0,0,0
5/26/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,11776.91,-30.4,50652.14,0,0,0,0
5/26/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,16822.54,-56.912,32905.19,0,0,0,0
5/26/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-28.523,77822.66,0,0,0,0
5/26/2019 12:00:00 AM,690-Supply Chain : US Logistic,Everest Group,0,0,0,-54.704,0,0,0,0,0
5/26/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,5888.420000000,-3.66,20237.49,0,0,0,0
5/26/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,203.34,-12.079,1555.49,0,0,0,0
5/26/2019 12:00:00 AM,901-Board,Everest Group,0,0,0,4.375,0,0,0,0,0
5/26/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
5/27/2019 12:00:00 AM,101-General Services,Everest Group,0,0,0,-73.06,0,0,0,0,0
5/27/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,10622.49,-15.2,43419.05,0,0,0,0
5/27/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,945.650000000,-1.923,2661.19,0,0,0,0
5/27/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-31.274,52509.22,0,0,0,0
5/27/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,2974.670000000,-4.028,14121,0,0,0,0
5/27/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,287.72,-13.529,1632.1,0,0,0,0
5/27/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
5/29/2019 12:00:00 AM,211-Supply,Everest Group,0,0,0,203.565,0,0,0,0,0
5/29/2019 12:00:00 AM,503-Marketing,Everest Group,0,0,0,284.241,0,0,0,0,0
5/29/2019 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,98.606,0,0,0,0,0
5/29/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,0,389.803,0,0,0,0,0
5/29/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,0,313.071,0,0,0,0,0
5/29/2019 12:00:00 AM,655-Global commercial,Everest Group,0,0,0,65.425,0,0,0,0,0
5/29/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,0,841.657,0,0,0,0,0
5/29/2019 12:00:00 AM,901-Board,Everest Group,0,0,0,1567.064,0,0,0,0,0
5/29/2019 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,45.547,0,0,0,0,0
5/29/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,121.586,0,0,0,0,0
5/29/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,16.95,0,0,0,0,0
5/30/2019 12:00:00 AM,101-General Services,Everest Group,8270.83,0,0,1894.449,0,0,0,0,0
5/30/2019 12:00:00 AM,211-Supply,Everest Group,0,0,54390,4443.75,0,0,0,0,0
5/30/2019 12:00:00 AM,503-Marketing,Everest Group,1035.51,0,0,34038.339,0,0,0,0,0
5/30/2019 12:00:00 AM,580-Research and Development,Everest Group,2734.96,0,0,23683.409,0,0,0,0,0
5/30/2019 12:00:00 AM,600-National Sales and Services,Everest Group,4468.45,0,1250850.79,42087.110000000,574526.95,0,0,0,0
5/30/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,334361.55,23550.06,91961.14,0,0,0,0
5/30/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,877891.529999999,4068.416,117771.93,0,0,0,0
5/30/2019 12:00:00 AM,655-Global commercial,Everest Group,0,0,2532.49,10051.727,0,0,0,0,0
5/30/2019 12:00:00 AM,690-Supply Chain : US Logistic,Everest Group,0,0,0,12611.9,0,0,0,0,0
5/30/2019 12:00:00 AM,701-Supply Chain : OM,Everest Group,0,0,0,6177.168,0,0,0,0,0
5/30/2019 12:00:00 AM,702-Consumer Service,Everest Group,280.52,0,103860.55,17416.304,22628.31,0,0,0,0
5/30/2019 12:00:00 AM,703-Customer Services,Everest Group,339.28,0,66427.34,11877.773,0,0,0,0,0
5/30/2019 12:00:00 AM,704-Online Shop,Everest Group,7672.14,0,13448,10528.482,11490.21,0,0,0,0
5/30/2019 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,14227.5,0,659321.22,8371.969000000,0,0,0,0,0
5/30/2019 12:00:00 AM,901-Board,Everest Group,36.15,0,0,8282.987,0,0,0,0,0
5/30/2019 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,11476.651,0,0,0,0,0
5/30/2019 12:00:00 AM,903-IT,Everest Group,10299.86,0,0,17154.348,0,0,0,0,0
5/30/2019 12:00:00 AM,980-Financial Operations,Everest Group,845.37,710,2.38,13938.085,0,0,0,0,0
5/31/2019 12:00:00 AM,101-General Services,Everest Group,0,0,0,3754.258,0,0,0,0,0
5/31/2019 12:00:00 AM,211-Supply,Everest Group,0,0,13369.55,23.75,0,0,0,0,0
5/31/2019 12:00:00 AM,503-Marketing,Everest Group,0,0,0,11451.562,0,0,0,0,0
5/31/2019 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,-9260.49,0,0,0,0,0
5/31/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,1291.920000000,3982.683,2419.95,0,0,0,0
5/31/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,4169.880000000,1860.042,20528.14,0,0,0,0
5/31/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-8.876000000,2729.15,0,0,0,0
5/31/2019 12:00:00 AM,655-Global commercial,Everest Group,0,0,0,3672.174,0,0,0,0,0
5/31/2019 12:00:00 AM,690-Supply Chain : US Logistic,Everest Group,0,0,0,9161.796,0,0,0,0,0
5/31/2019 12:00:00 AM,701-Supply Chain : OM,Everest Group,0,0,0,23,0,0,0,0,0
5/31/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,2035.78,41.061,9636.12,0,0,0,0
5/31/2019 12:00:00 AM,703-Customer Services,Everest Group,0,0,0,3282.437,0,0,0,0,0
5/31/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,344.32,663.71,2392.15,0,0,0,0
5/31/2019 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,4895.310000000,-558.085,0,0,0,0,0
5/31/2019 12:00:00 AM,901-Board,Everest Group,0,0,0,200.456,0,0,0,0,0
5/31/2019 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,104.527,0,0,0,0,0
5/31/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,9163.973,0,0,0,0,0
5/31/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,103.325,0,0,0,0,0
6/1/2019 12:00:00 AM,101-General Services,Everest Group,0,0,0,14.327,0,0,0,0,0
6/1/2019 12:00:00 AM,211-Supply,Everest Group,0,0,433.72,0,0,0,0,0,0
6/1/2019 12:00:00 AM,503-Marketing,Everest Group,0,0,0,28.703,0,0,0,0,0
6/1/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,13129.98,173.183,40406.38,0,0,0,0
6/1/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,2147.62,3997.04,10526.27,0,0,0,0
6/1/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-14.694000000,47691.44,0,0,0,0
6/1/2019 12:00:00 AM,655-Global commercial,Everest Group,0,0,0,2405.468,0,0,0,0,0
6/1/2019 12:00:00 AM,690-Supply Chain : US Logistic,Everest Group,0,0,0,-17.41,0,0,0,0,0
6/1/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,376.220000000,-3.66,6380.34,0,0,0,0
6/1/2019 12:00:00 AM,703-Customer Services,Everest Group,0,0,23448.03,3483.763,0,0,0,0,0
6/1/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,284.07,-15.695,2150.6,0,0,0,0
6/1/2019 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,8677.39,4866.925,0,0,0,0,0
6/1/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,81.51,0,0,0,0,0
6/1/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
6/2/2019 12:00:00 AM,101-General Services,Everest Group,0,0,0,192.517,0,0,0,0,0
6/2/2019 12:00:00 AM,211-Supply,Everest Group,0,0,12.7,0,0,0,0,0,0
6/2/2019 12:00:00 AM,503-Marketing,Everest Group,0,0,0,35,0,0,0,0,0
6/2/2019 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,4.925,0,0,0,0,0
6/2/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,86210.820000000,-9.55,260513.82,0,0,0,0
6/2/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,6229.27,180.487,18838.68,0,0,0,0
6/2/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-25.894,38428.21,0,0,0,0
6/2/2019 12:00:00 AM,690-Supply Chain : US Logistic,Everest Group,0,0,0,196,0,0,0,0,0
6/2/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,6354.200000000,26.738,31317.87,0,0,0,0
6/2/2019 12:00:00 AM,703-Customer Services,Everest Group,0,0,0,5813.566,0,0,0,0,0
6/2/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,263.64,-12.219,1057.24,0,0,0,0
6/2/2019 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,5.2,0,0,0,0,0
6/2/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,72.62,0,0,0,0,0
6/2/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
6/3/2019 12:00:00 AM,211-Supply,Everest Group,0,0,0,565.7,0,0,0,0,0
6/3/2019 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,48.489,0,0,0,0,0
6/3/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,49070.1,712.554,125884.7,0,0,0,0
6/3/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,496.82,-4.045,1216.55,0,0,0,0
6/3/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-48.87,19537.67,0,0,0,0
6/3/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,492.3,122.755,5525.5,0,0,0,0
6/3/2019 12:00:00 AM,704-Online Shop,Everest Group,0,0,252.16,-9.15,1372.03,0,0,0,0
6/3/2019 12:00:00 AM,705-Global Prod & Inventory Mgt / Guarantees,Everest Group,0,0,106.87,0,0,0,0,0,0
6/3/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,3.766,0,0,0,0,0
6/3/2019 12:00:00 AM,980-Financial Operations,Everest Group,0,0,0,0,0,0,0,0,0
6/4/2019 12:00:00 AM,101-General Services,Everest Group,0,0,0,7.157,0,0,0,0,0
6/4/2019 12:00:00 AM,211-Supply,Everest Group,0,0,51,27.547,0,0,0,0,0
6/4/2019 12:00:00 AM,503-Marketing,Everest Group,0,0,0,29.336,0,0,0,0,0
6/4/2019 12:00:00 AM,580-Research and Development,Everest Group,0,0,0,88.585,0,0,0,0,0
6/4/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,64.52,284.434,0,0,0,0,0
6/4/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,0,72.937,0,0,0,0,0
6/4/2019 12:00:00 AM,655-Global commercial,Everest Group,0,0,0,43.658,0,0,0,0,0
6/4/2019 12:00:00 AM,690-Supply Chain : US Logistic,Everest Group,0,0,0,3105.809,0,0,0,0,0
6/4/2019 12:00:00 AM,701-Supply Chain : OM,Everest Group,0,0,0,6.616,0,0,0,0,0
6/4/2019 12:00:00 AM,702-Consumer Service,Everest Group,0,0,0,2184.849,0,0,0,0,0
6/4/2019 12:00:00 AM,901-Board,Everest Group,0,0,0,344.589,0,0,0,0,0
6/4/2019 12:00:00 AM,902-Human Ressources,Everest Group,0,0,0,10.799,0,0,0,0,0
6/4/2019 12:00:00 AM,903-IT,Everest Group,0,0,0,29.279,0,0,0,0,0
6/5/2019 12:00:00 AM,503-Marketing,Everest Group,0,0,0,20,0,0,0,0,0
6/5/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,0,15.61,0,0,0,0,0
6/6/2019 12:00:00 AM,211-Supply,Everest Group,0,0,0,13.5,0,0,0,0,0
6/6/2019 12:00:00 AM,503-Marketing,Everest Group,0,0,0,455,0,0,0,0,0
6/6/2019 12:00:00 AM,600-National Sales and Services,Everest Group,0,0,198927.13,129.9,530252.51,0,0,0,0
6/6/2019 12:00:00 AM,640-Exportation Sales and Services,Everest Group,0,0,19034.59,59.111,77956.28,0,0,0,0
6/6/2019 12:00:00 AM,650-Subsidiary Sales and Services,Everest Group,0,0,0,-13.492,42608.54,0,0,0,0
